entity_id,irrigates_coffee,knows_water_usage,wet_processing_at_farm,monitors_irrigation_usage,monitors_wet_processing_usage,water_use_irrigation_m3_per_ha,water_use_wet_processing_m3_per_kg,adequate_wastewater_treatment,has_water_bodies,distance_to_water_body,riparian_buffer_vegetation,irrigation_source,irrigation_rounds_per_year,irrigation_water_per_round_m3_per_ha
1469278379854638434,True,Yes,False,Yes,Not applicable,690.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,230.0
1469278379854639448,True,Yes,False,Yes,Not applicable,30.0,No wet processing,Not applicable,True,0 m,Yes,Groundwater well,2-Jan,30.0
1469278379854639340,True,Yes,False,Yes,Not applicable,318.0,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,318.0
1469278379854638373,True,Yes,False,Yes,Not applicable,1320.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,330.0
1469278379854639445,True,Yes,False,Yes,Not applicable,323.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,161.33
1469278379854639420,True,Yes,False,Yes,Not applicable,829.28571,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",4-Mar,277.0
1469278379854642243,True,Yes,False,Yes,Not applicable,982.0,No wet processing,Not applicable,True,6-10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,327.3
1469278379854642131,True,Yes,False,Yes,Not applicable,788.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,394.0
1469278379854639686,True,Yes,False,Yes,Not applicable,704.0,No wet processing,Not applicable,True,6-10 m,No,"Surface water (river, lake, pond, etc.)",2-Jan,352.0
1469278379854642125,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,True,6-10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,400.0
1469278379854640951,True,Yes,False,Yes,Not applicable,1050.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,210.0
1469278379854642215,True,Yes,False,Yes,Not applicable,340.0,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",2-Jan,170.0
1469278379854640079,True,Yes,False,Yes,Not applicable,1013.0,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,506.0
1469278379854642194,True,Yes,False,Yes,Not applicable,926.31579,No wet processing,Not applicable,True,6-10 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,463.0
1469278379854640971,True,Yes,False,Yes,Not applicable,1260.0,No wet processing,Not applicable,True,0 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,420.0
1469278379854640065,True,Yes,False,Yes,Not applicable,1080.0,No wet processing,Not applicable,True,6-10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,360.0
1469278379854642173,True,Yes,False,Yes,Not applicable,1462.5,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,488.0
1469278379854641215,True,Yes,False,Yes,Not applicable,665.32258,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,333.0
1469278379854640961,True,Yes,False,Yes,Not applicable,267.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,133.33
1469278379854640900,True,Yes,False,Yes,Not applicable,990.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,248.0
1469278379854642890,True,Yes,False,Yes,Not applicable,816.32653,No wet processing,Not applicable,False,,,Groundwater well,2-Jan,408.16
1469278379854640339,True,Yes,False,Yes,Not applicable,338.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,113.0
1469278379854643031,True,Yes,False,Yes,Not applicable,600.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,300.0
1469278379854641605,True,Yes,False,Yes,Not applicable,877.41935,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,219.35
1469278379854640257,True,Yes,False,Yes,Not applicable,298.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,74.4
1469278379854643043,True,Yes,False,Yes,Not applicable,1085.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,362.0
1469278379854641569,True,Yes,False,Yes,Not applicable,645.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,215.0
1469278379854642073,True,Yes,False,Yes,Not applicable,903.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,451.0
1469278379854642301,True,Yes,False,Yes,Not applicable,405.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,405.0
1469278379854640613,True,Yes,False,Yes,Not applicable,660.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,220.0
1469278379854642479,True,Yes,False,Yes,Not applicable,465.14286,No wet processing,Not applicable,False,,,"Surface water (river, lake, pond, etc.)",2-Jan,233.0
1469278379854640625,True,No,False,Yes,Not applicable,440.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",2-Jan,220.0
1469883818362505174,True,Yes,False,Yes,Not applicable,1083.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,216.0
1469278379855039037,True,Yes,False,Yes,Not applicable,1650.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,275.0
1469278379855040664,True,Yes,False,Yes,Not applicable,1000.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",6-May,200.0
1469278379855036915,True,Yes,False,Yes,Not applicable,1920.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,480.0
1469278379855037067,True,Yes,False,Yes,Not applicable,1888.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,472.0
1469278379855038019,True,Yes,False,Yes,Not applicable,1020.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,255.0
1469278379855037842,True,Yes,False,Yes,Not applicable,563.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,113.0
1469278379855040862,True,Yes,False,Yes,Not applicable,1723.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,431.0
1469278379855038442,True,Yes,False,No,Not applicable,2400.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,400.0
1469278379855040212,True,Yes,False,Yes,Not applicable,1636.0,No wet processing,Not applicable,False,,,Groundwater well,8-Jul,233.0
1469278379855039053,True,Yes,False,Yes,Not applicable,1400.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,233.33
1469278379855038729,True,Yes,False,Yes,Not applicable,7680.0,No wet processing,Not applicable,False,,,Groundwater well,8-Jul,768.0
1469278379855038358,True,Yes,False,Yes,Not applicable,1141.25,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,380.42
1469278379855037425,True,Yes,False,Yes,Not applicable,1267.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,317.0
1469278379855038409,True,Yes,False,Yes,Not applicable,1050.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,350.0
1469278379855039084,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,200.0
1469278379855040001,True,Yes,False,Yes,Not applicable,2455.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,491.0
1469278379855038668,True,Yes,False,Yes,Not applicable,2000.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,400.0
1469278379855040455,True,Yes,False,Yes,Not applicable,2520.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,420.0
1469278379855040422,True,Yes,False,Yes,Not applicable,2400.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,400.0
1469278379855039608,True,Yes,False,Yes,Not applicable,1467.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,489.0
1469278379855038830,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,200.0
1469278379855039042,True,Yes,False,Yes,Not applicable,2289.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",8-Jul,327.0
1469883818362505115,True,Yes,False,Yes,Not applicable,2640.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,440.0
1469883818362505118,True,Yes,False,Yes,Not applicable,3840.0,No wet processing,Not applicable,False,,,Groundwater well,8-Jul,480.0
1469278379855038999,True,Yes,False,Yes,Not applicable,1173.33333,No wet processing,Not applicable,True,>10 m,Yes,Groundwater well,4-Mar,293.33
1469278379855039728,True,Yes,False,Yes,Not applicable,1760.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,440.0
1469278379855039878,True,Yes,False,Yes,Not applicable,2000.0,No wet processing,Not applicable,True,1-5 m,Yes,"Surface water (river, lake, pond, etc.)",6-May,400.0
1469278379855038499,True,Yes,False,Yes,Not applicable,1272.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,212.0
1469278379855039832,True,Yes,False,Yes,Not applicable,1760.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,440.0
1469278379855037698,True,Yes,False,Yes,Not applicable,396.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,99.0
1469278379855037177,True,Yes,False,Yes,Not applicable,1607.14286,No wet processing,Not applicable,False,,,Groundwater well,6-May,321.0
1469278379855037185,True,No,False,Yes,Not applicable,1760.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,440.0
1469278379855040741,True,Yes,False,Yes,Not applicable,4000.0,No wet processing,Not applicable,False,,,Groundwater well,8-Jul,400.0
1469278379855037201,True,Yes,False,Yes,Not applicable,1000.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,200.0
1469278379855039787,True,Yes,False,Yes,Not applicable,1600.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,400.0
1469278379855040252,True,Yes,False,Yes,Not applicable,2400.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,400.0
1469278379855040132,True,Yes,False,Yes,Not applicable,1360.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,340.0
1469278379855039488,True,Yes,False,Yes,Not applicable,1642.10526,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,410.53
1469278379855040307,True,Yes,False,Yes,Not applicable,1648.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,412.0
1469278379855039486,True,Yes,False,Yes,Not applicable,525.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,175.0
1469278379855040352,True,Yes,False,Yes,Not applicable,2137.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,356.0
1469278379855039407,True,Yes,False,Yes,Not applicable,1760.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,440.0
1469278379855040432,True,Yes,False,Yes,Not applicable,1298.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,324.0
1469278379855038122,True,Yes,False,Yes,Not applicable,1680.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,280.0
1469278379855040242,True,Yes,False,Yes,Not applicable,863.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,288.0
1469278379855039629,True,Yes,False,Yes,Not applicable,1687.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,422.0
1469883818362505224,True,Yes,False,Yes,Not applicable,1450.0,No wet processing,Not applicable,True,>10 m,Yes,Groundwater well,4-Mar,363.0
1469278379855040198,True,Yes,False,Yes,Not applicable,1142.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,285.0
1469278379855040099,True,Yes,False,Yes,Not applicable,2000.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,400.0
1469278379855038070,True,Yes,False,Yes,Not applicable,1735.0,No wet processing,Not applicable,False,,,Groundwater well,8-Jul,217.0
1469278379855038552,True,Yes,False,Yes,Not applicable,2136.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,356.0
1469278379855038690,True,Yes,False,Yes,Not applicable,3158.0,No wet processing,Not applicable,False,,,Groundwater well,8-Jul,316.0
1469278379855037403,True,Yes,False,Yes,Not applicable,544.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,136.0
1469278379855038672,True,Yes,False,Yes,Not applicable,1484.0,No wet processing,Not applicable,False,,,Groundwater well,8-Jul,212.0
1469278379855037409,True,Yes,False,Yes,Not applicable,2046.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,416.0
1469278379855037416,True,Yes,False,Yes,Not applicable,360.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,90.0
1469278379855037520,True,Yes,False,Yes,Not applicable,2625.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,525.0
1469278379855037251,True,Yes,False,Yes,Not applicable,2150.0,No wet processing,Not applicable,False,,,Groundwater well,6-May,430.0
1469278379855040589,True,Yes,False,Yes,Not applicable,2090.0,No wet processing,Not applicable,False,,,Groundwater well,8-Jul,299.0
1469278379855036998,True,Yes,False,Yes,Not applicable,1760.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,440.0
1469278379854782610,True,Yes,False,No,Not applicable,338.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,113.0
1469278379855039342,True,Yes,False,Yes,Not applicable,333.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",6-May,67.0
1469278379855037024,True,Yes,False,Yes,Not applicable,576.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,144.0
1469278379855036851,True,Yes,False,Yes,Not applicable,2160.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,540.0
1469278379855036956,True,Yes,False,Yes,Not applicable,1760.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,440.0
1469278379855012202,,,,,,,,,,,,,4-Mar,1600.0
1469278379855037391,True,Yes,False,Yes,Not applicable,1000.0,No wet processing,Not applicable,True,6-10 m,Yes,,4-Mar,350.0
1469278379854640502,True,Yes,False,No,Not applicable,300.0,No wet processing,Not applicable,True,0 m,No,,6-May,508.0
1469278379854640527,True,Yes,False,Yes,Not applicable,1725.0,No wet processing,Not applicable,True,1-5 m,Yes,,4-Mar,432.0
1469278379854641314,True,Yes,False,Yes,Not applicable,1600.0,No wet processing,Not applicable,True,1-5 m,,,4-Mar,400.0
1469278379855036603,True,Yes,False,Yes,Not applicable,1540.0,No wet processing,Not applicable,False,,,Groundwater well,4-Mar,385.0
1469278379855037069,True,Yes,False,Yes,Not applicable,2976.0,No wet processing,Not applicable,False,,,,4-Mar,2976.0
1469278379855037183,True,Yes,False,Yes,Not applicable,1440.0,No wet processing,Not applicable,False,,,,4-Mar,480.0
1469278379855037071,True,Yes,False,Yes,Not applicable,400.0,No wet processing,Not applicable,False,,,,4-Mar,200.0
1469278379855036960,True,Yes,False,Yes,Not applicable,17600.0,No wet processing,Not applicable,False,,,,4-Mar,17600.0
1469278379855036789,,,,,,,,,,,,,4-Mar,400.0
1469278379855037002,True,Yes,True,Yes,No,440.0,> 0.04,Not applicable,False,,,,4-Mar,440.0
1469278379855036719,True,Yes,False,Yes,Not applicable,393.8,No wet processing,Not applicable,False,,,,4-Mar,383.0
1469278379855036643,True,Yes,False,Not applicable,Not applicable,1380.0,No wet processing,Not applicable,False,,,,4-Mar,460.0
1469278379855009751,True,Yes,False,Yes,Not applicable,1200.0,No wet processing,Not applicable,True,>10 m,Yes,"Surface water (river, lake, pond, etc.)",4-Mar,300.0
1469278379855040784,True,Yes,False,No,Not applicable,2945.0,No wet processing,Not applicable,False,,,,Continuous,327.0
1469278379855038127,True,Yes,False,No,Not applicable,1000.0,No wet processing,Not applicable,False,,,,,
