entity_id,question_label,response_text,theme_label,feedback_id
1469278379854638316,Status by validator,reviewed,validation,487
1469883818362504539,Status by validator,reviewed,validation,488
1469278379855013128,Status by validator,reviewed,validation,489
1469278379855012334,Status by validator,reviewed,validation,490
1469278379855013186,Status by validator,reviewed,validation,491
1469883818362504743,Status by validator,reviewed,validation,492
1469278379854782274,Status by validator,reviewed,validation,493
1469278379855014872,Status by validator,reviewed,validation,494
1469278379855004447,Status by validator,reviewed,validation,495
1469278379855004447,Status by validator,reviewed,validation,496
1469278379855004447,Status by validator,reviewed,validation,497
1469278379854781944,Status by validator,reviewed,validation,498
1469278379854781789,Status by validator,reviewed,validation,499
1469278379854781780,Status by validator,reviewed,validation,500
1469278379855014611,Status by validator,reviewed,validation,501
1469278379855014782,Status by validator,reviewed,validation,502
1469278379855013420,Status by validator,reviewed,validation,503
1469278379855013426,Status by validator,reviewed,validation,504
1469278379855008977,Status by validator,reviewed,validation,505
1469278379854782189,Status by validator,reviewed,validation,506
1469883818362504707,Status by validator,reviewed,validation,507
1469278379855004763,Status by validator,reviewed,validation,508
1469278379854782176,Status by validator,reviewed,validation,509
1469278379855013194,Status by validator,reviewed,validation,510
1469278379854783010,Status by validator,reviewed,validation,511
1469278379855012739,Status by validator,reviewed,validation,512
1469278379854783130,Status by validator,reviewed,validation,513
1469278379855009281,Status by validator,reviewed,validation,514
1469883818362505057,Status by validator,reviewed,validation,515
1469278379854782955,Status by validator,reviewed,validation,516
1469278379854782066,Status by validator,reviewed,validation,517
1469278379854782983,Status by validator,reviewed,validation,518
1469278379855009775,Status by validator,reviewed,validation,519
1469278379855009775,Status by validator,reviewed,validation,520
1469278379854781982,Status by validator,reviewed,validation,521
1469883818362504785,Status by validator,reviewed,validation,522
1469278379854782311,Status by validator,reviewed,validation,523
1469883818362504788,Status by validator,reviewed,validation,524
1469278379854782873,Status by validator,reviewed,validation,525
1469278379855013487,Status by validator,reviewed,validation,526
1469278379854782303,Status by validator,reviewed,validation,527
1469278379854782330,Status by validator,reviewed,validation,528
1469278379855013538,Status by validator,reviewed,validation,529
1469278379854677182,Status by validator,reviewed,validation,530
1469278379854782765,Status by validator,reviewed,validation,531
1469278379854677051,Status by validator,reviewed,validation,532
1469278379855012279,Status by validator,reviewed,validation,533
1469278379854782856,Status by validator,reviewed,validation,534
1469278379855009590,Status by validator,reviewed,validation,535
1469278379855009590,Status by validator,reviewed,validation,536
1469278379855009590,Status by validator,reviewed,validation,537
1469278379854677054,Status by validator,reviewed,validation,538
1469278379855012573,Status by validator,reviewed,validation,539
1469278379854783229,Status by validator,reviewed,validation,540
1469278379854781962,Status by validator,reviewed,validation,541
1469278379854677037,Status by validator,reviewed,validation,542
1469278379855012570,Status by validator,reviewed,validation,543
1469883818362504744,Status by validator,reviewed,validation,544
1469278379855012184,Status by validator,reviewed,validation,545
1469883818362504715,Status by validator,reviewed,validation,546
1469278379854783135,Status by validator,reviewed,validation,547
1469278379855012158,Status by validator,reviewed,validation,548
1469278379854783115,Status by validator,reviewed,validation,549
1469278379854782426,Status by validator,reviewed,validation,550
1469278379855013057,Status by validator,reviewed,validation,551
1469278379855013057,Status by validator,reviewed,validation,552
1469278379854783104,Status by validator,reviewed,validation,553
1469278379854782419,Status by validator,reviewed,validation,554
1469278379855009927,Status by validator,reviewed,validation,555
1469278379854677226,Status by validator,reviewed,validation,556
1469278379855012818,Status by validator,reviewed,validation,557
1469278379854677162,Status by validator,reviewed,validation,558
1469278379854782733,Status by validator,reviewed,validation,559
1469278379854677174,Status by validator,reviewed,validation,560
1469278379854783053,Status by validator,reviewed,validation,561
1469278379854782727,Status by validator,reviewed,validation,562
1469278379855013676,Status by validator,reviewed,validation,563
1469278379855013697,Status by validator,reviewed,validation,564
1469278379854782243,Status by validator,reviewed,validation,565
1469278379855012382,Status by validator,reviewed,validation,566
1469278379854783211,Status by validator,reviewed,validation,567
1469278379855012339,Status by validator,reviewed,validation,568
1469278379854783216,Status by validator,reviewed,validation,569
1469278379855012856,Status by validator,reviewed,validation,570
1469278379855013932,Status by validator,reviewed,validation,571
1469278379855013152,Status by validator,reviewed,validation,572
1469278379855014007,Status by validator,reviewed,validation,573
1469278379855014007,Status by validator,reviewed,validation,574
1469278379855013593,Status by validator,reviewed,validation,575
1469278379855013826,Status by validator,reviewed,validation,576
1469278379855012881,Status by validator,reviewed,validation,577
1469278379855013563,Status by validator,reviewed,validation,579
1469278379855012835,Status by validator,reviewed,validation,580
1469278379855009880,Status by validator,reviewed,validation,581
1469278379855009844,Status by validator,reviewed,validation,582
1469278379855009842,Status by validator,reviewed,validation,583
1469278379855009842,Status by validator,reviewed,validation,584
1469278379854641911,Status by validator,reviewed,validation,585
1469278379854641911,Status by validator,reviewed,validation,586
1469278379855005159,Status by validator,reviewed,validation,587
1469278379855008338,Status by validator,reviewed,validation,588
1469278379854638788,Status by validator,reviewed,validation,589
1469278379855008185,Status by validator,reviewed,validation,590
1469278379855008185,Status by validator,reviewed,validation,591
1469278379855009021,Status by validator,reviewed,validation,592
1469278379855004887,Status by validator,reviewed,validation,593
1469278379854638847,Status by validator,reviewed,validation,594
1469278379855004785,Status by validator,reviewed,validation,595
1469278379855004825,Status by validator,reviewed,validation,596
1469278379855014199,Status by validator,reviewed,validation,597
1469278379855014401,Status by validator,reviewed,validation,598
1469278379854640837,Status by validator,reviewed,validation,599
1469278379855014074,Status by validator,reviewed,validation,600
1469278379854639556,Status by validator,reviewed,validation,601
1469278379854640166,Status by validator,reviewed,validation,602
1469883818362504681,Status by validator,reviewed,validation,603
1469278379855014088,Status by validator,reviewed,validation,604
1469278379855014073,Status by validator,reviewed,validation,605
1469278379855014104,Status by validator,reviewed,validation,606
1469278379855014345,Status by validator,reviewed,validation,607
1469883818362504890,Status by validator,reviewed,validation,608
1469278379855014289,Status by validator,reviewed,validation,609
1469278379854641656,Status by validator,reviewed,validation,610
1469278379854642031,Status by validator,reviewed,validation,611
1469278379854642031,Status by validator,reviewed,validation,612
1469278379855008648,Status by validator,reviewed,validation,613
1469278379855008633,Status by validator,reviewed,validation,614
1469278379854639991,Status by validator,reviewed,validation,615
1469278379854639991,Status by validator,reviewed,validation,616
1469883818362504409,Status by validator,reviewed,validation,617
1469278379855014643,Status by validator,reviewed,validation,618
1469278379855009318,Status by validator,reviewed,validation,619
1469278379854638141,Status by validator,reviewed,validation,620
1469278379855009319,Status by validator,reviewed,validation,621
1469278379855009319,Status by validator,reviewed,validation,622
1469278379855009319,Status by validator,reviewed,validation,623
1469278379855008002,Status by validator,reviewed,validation,625
1469278379855009390,Status by validator,reviewed,validation,626
1469278379854638365,Status by validator,reviewed,validation,627
1469278379854641789,Status by validator,reviewed,validation,628
1469278379854642507,Status by validator,reviewed,validation,629
1469278379854641951,Status by validator,reviewed,validation,630
1469278379854641951,Status by validator,reviewed,validation,631
1469278379854641951,Status by validator,reviewed,validation,632
1469278379855008000,Status by validator,reviewed,validation,633
1469278379854642852,Status by validator,reviewed,validation,634
1469278379854638345,Status by validator,reviewed,validation,635
1469278379854638306,Status by validator,reviewed,validation,636
1469278379855004840,Status by validator,reviewed,validation,637
1469278379854642720,Status by validator,reviewed,validation,638
1469278379855005225,Status by validator,reviewed,validation,639
1469278379855005212,Status by validator,reviewed,validation,640
1469278379855005212,Status by validator,reviewed,validation,641
1469278379854638332,Status by validator,reviewed,validation,642
1469278379854642963,Status by validator,reviewed,validation,643
1469278379854642963,Status by validator,reviewed,validation,644
1469278379854638287,Status by validator,reviewed,validation,645
1469278379855005276,Status by validator,reviewed,validation,646
1469278379855005249,Status by validator,reviewed,validation,647
1469278379855005249,Status by validator,reviewed,validation,648
1469278379854642946,Status by validator,reviewed,validation,649
1469278379854642946,Status by validator,reviewed,validation,650
1469278379855008686,Status by validator,reviewed,validation,651
1469278379855008072,Status by validator,reviewed,validation,652
1469278379855008072,Status by validator,reviewed,validation,653
1469278379855008072,Status by validator,reviewed,validation,654
1469278379855005043,Status by validator,reviewed,validation,655
1469278379855005043,Status by validator,reviewed,validation,656
1469278379854641146,Status by validator,reviewed,validation,657
1469278379855005002,Status by validator,reviewed,validation,658
1469278379855005032,Status by validator,reviewed,validation,659
1469278379855005028,Status by validator,reviewed,validation,660
1469278379854638593,Status by validator,reviewed,validation,662
1469278379855008702,Status by validator,reviewed,validation,663
1469278379855008702,Status by validator,reviewed,validation,664
1469278379854639859,Status by validator,reviewed,validation,665
1469278379854638512,Status by validator,reviewed,validation,666
1469278379854641222,Status by validator,reviewed,validation,667
1469278379854639942,Status by validator,reviewed,validation,668
1469278379854639942,Status by validator,reviewed,validation,669
1469278379854638490,Status by validator,reviewed,validation,670
1469278379854638519,Status by validator,reviewed,validation,671
1469278379854638792,Status by validator,reviewed,validation,672
1469278379854639534,Status by validator,reviewed,validation,674
1469278379854639534,Status by validator,reviewed,validation,675
1469278379854638214,Status by validator,reviewed,validation,676
1469278379854638432,Status by validator,reviewed,validation,679
1469278379854639362,Status by validator,reviewed,validation,680
1469278379854638434,Status by validator,reviewed,validation,681
1469278379854639448,Status by validator,reviewed,validation,682
1469278379854639448,Status by validator,reviewed,validation,683
1469278379854639340,Status by validator,reviewed,validation,684
1469278379854638373,Status by validator,reviewed,validation,685
1469278379854639445,Status by validator,reviewed,validation,686
1469278379854639420,Status by validator,reviewed,validation,687
1469278379854642243,Status by validator,reviewed,validation,688
1469278379854642243,Status by validator,reviewed,validation,689
1469278379854642131,Status by validator,reviewed,validation,690
1469278379854639686,Status by validator,reviewed,validation,691
1469278379854639686,Status by validator,reviewed,validation,692
1469278379854642125,Status by validator,reviewed,validation,693
1469278379854640951,Status by validator,reviewed,validation,694
1469278379854642215,Status by validator,reviewed,validation,695
1469278379854642215,Status by validator,reviewed,validation,696
1469278379854640079,Status by validator,reviewed,validation,697
1469278379854642194,Status by validator,reviewed,validation,698
1469278379854640971,Status by validator,reviewed,validation,699
1469278379854640065,Status by validator,reviewed,validation,700
1469278379854640065,Status by validator,reviewed,validation,701
1469278379854642173,Status by validator,reviewed,validation,702
1469278379854642173,Status by validator,reviewed,validation,703
1469278379854641215,Status by validator,reviewed,validation,704
1469278379854641215,Status by validator,reviewed,validation,705
1469278379854641215,Status by validator,reviewed,validation,706
1469278379854641215,Status by validator,reviewed,validation,707
1469278379854641215,Status by validator,reviewed,validation,708
1469278379854641215,Status by validator,reviewed,validation,709
1469278379854640961,Status by validator,reviewed,validation,710
1469278379854640900,Status by validator,reviewed,validation,711
1469278379854642890,Status by validator,reviewed,validation,712
1469278379854640339,Status by validator,reviewed,validation,713
1469278379854643031,Status by validator,reviewed,validation,714
1469278379854641605,Status by validator,reviewed,validation,715
1469278379854641605,Status by validator,reviewed,validation,716
1469278379854640257,Status by validator,reviewed,validation,717
1469278379854643043,Status by validator,reviewed,validation,718
1469278379854641569,Status by validator,reviewed,validation,719
1469278379854642073,Status by validator,reviewed,validation,720
1469278379854642301,Status by validator,reviewed,validation,721
1469278379854640613,Status by validator,reviewed,validation,722
1469278379854642479,Status by validator,reviewed,validation,723
1469278379854642479,Status by validator,reviewed,validation,724
1469278379854642479,Status by validator,reviewed,validation,725
1469278379854640625,Status by validator,reviewed,validation,726
1469883818362505174,Status by validator,reviewed,validation,727
1469278379855040664,Status by validator,reviewed,validation,729
1469278379855036915,Status by validator,reviewed,validation,730
1469278379855037067,Status by validator,reviewed,validation,731
1469278379855038019,Status by validator,reviewed,validation,732
1469278379855037842,Status by validator,reviewed,validation,733
1469278379855040862,Status by validator,reviewed,validation,734
1469278379855038442,Status by validator,reviewed,validation,735
1469278379855040212,Status by validator,reviewed,validation,737
1469278379855039053,Status by validator,reviewed,validation,738
1469278379855038729,Status by validator,reviewed,validation,739
1469278379855038358,Status by validator,reviewed,validation,740
1469278379855037425,Status by validator,reviewed,validation,741
1469278379855038409,Status by validator,reviewed,validation,742
1469278379855039084,Status by validator,reviewed,validation,743
1469278379855040001,Status by validator,reviewed,validation,744
1469278379855040001,Status by validator,reviewed,validation,745
1469278379855040001,Status by validator,reviewed,validation,746
1469278379855038668,Status by validator,reviewed,validation,747
1469278379855040455,Status by validator,reviewed,validation,749
1469278379855040422,Status by validator,reviewed,validation,750
1469278379855039608,Status by validator,reviewed,validation,751
1469278379855038830,Status by validator,reviewed,validation,752
1469278379855039042,Status by validator,reviewed,validation,753
1469883818362505115,Status by validator,Validated data collection,validation,754
1469883818362505118,Status by validator,reviewed,validation,755
1469278379855038999,Status by validator,reviewed,validation,756
1469278379855039728,Status by validator,reviewed,validation,757
1469278379855039878,Status by validator,reviewed,validation,758
1469278379855038499,Status by validator,reviewed,validation,759
1469278379855039832,Status by validator,reviewed,validation,760
1469278379855037698,Status by validator,reviewed,validation,761
1469278379855037177,Status by validator,reviewed,validation,762
1469278379855037185,Status by validator,reviewed,validation,763
1469278379855040741,Status by validator,reviewed,validation,764
1469278379855037201,Status by validator,reviewed,validation,765
1469278379855039787,Status by validator,reviewed,validation,766
1469278379855040252,Status by validator,reviewed,validation,767
1469278379855040132,Status by validator,reviewed,validation,768
1469278379855039488,Status by validator,reviewed,validation,769
1469278379855040307,Status by validator,reviewed,validation,770
1469278379855040307,Status by validator,reviewed,validation,771
1469278379855039486,Status by validator,reviewed,validation,772
1469278379855040352,Status by validator,reviewed,validation,773
1469278379855040352,Status by validator,reviewed,validation,774
1469278379855040352,Status by validator,reviewed,validation,775
1469278379855039407,Status by validator,reviewed,validation,776
1469278379855040432,Status by validator,reviewed,validation,777
1469278379855038122,Status by validator,reviewed,validation,778
1469278379855040242,Status by validator,reviewed,validation,779
1469278379855039629,Status by validator,reviewed,validation,780
1469883818362505224,Status by validator,reviewed,validation,781
1469278379855040198,Status by validator,reviewed,validation,782
1469278379855040099,Status by validator,reviewed,validation,783
1469278379855038070,Status by validator,reviewed,validation,784
1469278379855038552,Status by validator,reviewed,validation,785
1469278379855038690,Status by validator,reviewed,validation,786
1469278379855037403,Status by validator,reviewed,validation,787
1469278379855037416,Status by validator,reviewed,validation,790
1469278379855037520,Status by validator,reviewed,validation,791
1469278379855040589,Status by validator,reviewed,validation,793
1469278379855036998,Status by validator,reviewed,validation,794
1469278379855039342,Status by validator,reviewed,validation,796
1469278379855037024,Status by validator,reviewed,validation,797
1469278379855036851,Status by validator,reviewed,validation,799
1469278379855036956,Status by validator,reviewed,validation,800
1469278379855036956,Status by validator,reviewed,validation,801
1469278379855036956,Status by validator,reviewed,validation,802
1469278379855012202,Status by validator,Sent back to review,validation,803
1469278379855036603,Status by validator,reviewed,validation,814
1469278379855037069,Status by validator,Sent back to review,validation,815
1469278379855009751,Status by validator,reviewed,validation,824
1469278379855040784,Status by validator,reviewed,validation,827
1469278379855038668,Validator name,Linh,validation,1163
1469278379855039608,Validator name,Linh,validation,1167
1469883818362505115,Validator name,Linh,validation,1170
1469883818362505118,Validator name,Linh,validation,1171
1469278379855040352,Validator name,tiên,validation,1189
1469278379855040352,Validator name,tiên,validation,1190
1469278379855040352,Validator name,tiên,validation,1191
1469278379855040432,Validator name,"""""",validation,1193
1469278379855037024,Validator name,Qu?nh,validation,1213
