entity_id,country,region,sub_region,unit,latitude,longitude,altitude,address_1,address_2
1469883818362505057,Vietnam,Gia Lai,Chu Prong,Nestlé Vietnam - Receiving Station Gia Lai,13.7049259152391,107.90095291110492,452.0,"Thôn Xuân Me, Ia Me, Ch? Prông",
1469278379854782955,Vietnam,??k Nông,Tuy Duc,Nestlé Vietnam - Receiving Station Dak Nong,12.08215264336387,107.49684590513502,732.0,Thôn 4 ??k r tít tuy ??c,Qu?ng Tân
1469278379854782066,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.9636802,107.5882668,639.0,"Thôn 4, nhân c?, ??k r'l?p",Nhân C?
1469278379854782983,Vietnam,??k Nông,Tuy Duc,Nestlé Vietnam - Receiving Station Dak Nong,12.08501160126047,107.52225211822235,711.0,Thôn ??k MRê,Qu?ng Tân
1469278379855009775,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,13.92517068890289,107.7970320639273,456.0,"Thôn 4, Ia Tô, Ia Grai",
1469278379854781982,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,12.004764,107.601311,649.0,Thôn 9,Nhân C?
1469883818362504785,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.894562,107.588943,645.0,Thôn 7,
1469278379854782311,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.9302791600754,107.570651245432,700.0,Thôn 6,Nhân ??o
1469883818362504788,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.92003106451645,107.5928153940646,564.0,Thôn 7,
1469278379854782873,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.9462087,107.6171346,650.0,"Thôn 17, nhân c?, ??k r'l?p",Nhân C?
1469278379855013487,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.0005879523363,107.945804810252,768.0,"Làng Breng 3, Ia Der, Ia Grai",
1469278379854782303,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.90776073626976,107.58227981238912,612.0,Thôn 6,Nhân ??o
1469278379854782330,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.898183,107.591537,574.0,Thôn 6,Nhân ??o
1469278379855013538,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.02998810635324,107.93314620862522,755.0,"Xã Ia Sao, Ia Grai",
1469278379854677182,Vietnam,??k Nông,Gia Nghia,Nestlé Vietnam - Receiving Station Dak Nong,11.9811399,107.7320887,652.0,"Thôn Ngh?a Thu?n, ??k nia, gia ngh?a",??k Nia
1469278379854782765,Vietnam,??k Nông,Gia Nghia,Nestlé Vietnam - Receiving Station Dak Nong,12.0008455,107.62385,666.0,Thôn Tân Ph??ng,??k R'moan
1469278379854677051,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.9532231,107.6385623,723.0,"Thôn 6, nhân c?, ??k r'l?p, ??k nông",Nhân C?
1469278379855012279,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.02415229008908,107.8568142280987,685.0,"Thanh Hà 1, Ia Hrung",
1469278379854782856,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.9679,107.616203,651.0,Thôn 12,Nhân C?
1469278379855009590,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,13.98466567215936,107.86415968337842,584.0,"Thôn 2, xã Ia Hrung, Ia Grai",
1469278379854677054,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.9441837,107.6371351,642.0,"Thôn 6, nhân c?, ??k r'l?p",Nhân C?
1469278379855012573,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.0016496041914,107.84348155381888,552.0,"Thôn Thanh Bình, Ia B?, Ia Grai",
1469278379854783229,Vietnam,??k Nông,Gia Nghia,Nestlé Vietnam - Receiving Station Dak Nong,12.01273862257095,107.6213263873308,678.0,Thôn Tân An,
1469278379854781962,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.981609,107.601212,672.0,Thôn 9,Nhân C?
1469278379854677037,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.9379204,107.6453502,578.0,"Thôn 6, nhân c?, ??k r'l?p",Nhân C?
1469278379855012570,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.01965611149931,107.86069806675226,620.0,"Thanh Hà 1, Ia Hrung, Ia Grai.",
1469883818362504744,Vietnam,,,Nestlé Vietnam - Receiving Station Dak Nong,11.9509054,107.6437789,588.0,"Thôn 12, nhân c?, xã ??k r'l?p",
1469278379855012184,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.04306270183379,107.84866651530176,596.0,"Thôn P?ng Gol, Ia B?, Ia Grai",
1469883818362504715,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.9959152,107.5708574,696.0,"thôn 1, xã ??k wer, ??k r'l?p, ??k nông",
1469278379854783135,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,12.00027713959359,107.55284394767524,664.0,Thôn 4,??k Wer
1469278379855012158,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.04344386888113,107.84366486604124,592.0,"Thôn P?ng Gol, Ia B?, Ia Grai",
1469278379854783115,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.96641849415579,107.59246335116995,673.0,Thôn 4,Nhân C?
1469278379854782426,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,12.0089562,107.5549891,699.0,"Thôn 10, ??k wer, ??k r'l?p, ??k nông",??k Wer
1469278379855013057,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.04811413959977,107.87303991625818,617.0,"Làng Ngai Y?, Ia B?, Ia Grai",
1469278379854783104,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.95716823210938,107.61232634846434,627.0,Thôn 4,Nhân C?
1469278379854782419,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,12.0005239,107.5551378,666.0,"Thôn 10, ??k wer, ??k r'l?p, ??k nông",??k Wer
1469278379855009927,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.04529409018722,107.86563542681547,614.0,"Thôn Ch? H?u 6, Ia B?, Ia Grai",-
1469278379854677226,Vietnam,??k Nông,Gia Nghia,Nestlé Vietnam - Receiving Station Dak Nong,11.9541,107.696602,620.0,Thôn ??ng Ti?n,??k Nia
1469278379855012818,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.03748665031457,107.87503477975126,610.0,"V?n M?, Ia B?, Ia Grai",
1469278379854677162,Vietnam,??k Nông,Gia Nghia,Nestlé Vietnam - Receiving Station Dak Nong,11.97656841317666,107.71288146991851,628.0,Thôn Nam Ra,??k Nia
1469278379854782733,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.90281,107.602417,633.0,Thôn 7,Nhân ??o
1469278379854677174,Vietnam,??k Nông,Gia Nghia,Nestlé Vietnam - Receiving Station Dak Nong,11.9805,107.716301,615.0,Thôn Nam Ra,??k Nia
1469278379854783053,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,12.0307136,107.5505348,707.0,"Thôn 15 xã d?k wer, ??k r'l?p, ??k nông",??k Wer
1469278379854782727,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.90449,107.615349,612.0,Thôn 7,Nhân ??o
1469278379855013676,Vietnam,Gia Lai,Chu Pah,Nestlé Vietnam - Receiving Station Gia Lai,14.10590174609246,107.89626508029912,664.0,"Thôn 2, Ngh?a Hòa, Ch? P?h",
1469278379855013697,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.0919994376731,107.90361852395152,660.0,"Thôn H?ng Bình Tân H?p, Ia Yok, Ia Grai",
1469278379854782243,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.936535,107.6201166,646.0,"Thôn 17, xã nhân c?, ??k r'l?p, ??k nông",Nhân C?
1469278379855012382,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.03348327615612,107.87927035252368,644.0,"Làng Ngai Ngó, xã Ia Hrung, Ia Grai",
1469278379854783211,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.9307444,107.622345,619.0,"thôn 17 xã nhân c?, ??k r'l?p, ??k nông",Nhân C?
1469278379855012339,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.01916878764892,107.9109042418263,663.0,"Thôn 4, Ia Hrung, Ia Grai",
1469278379854783216,Vietnam,??k Nông,Dak Rlap,Nestlé Vietnam - Receiving Station Dak Nong,11.975915,107.580437,649.0,"Thôn 3, nhân c?, huy?n ??k r'l?p, ??k nông",Nhân C?
1469278379855012856,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.00718786289357,107.86626826050492,621.0,"Thôn 1, xã Ia Hrung, Ia Grai",
1469278379855013932,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.091565,107.9069574,643.0,"Thôn  H?ng Bình Tân h?p, xã Ia Yok, H. Ia Grai, T. Gia Lai",
1469278379855013152,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.0724125225228,107.87292055795702,625.0,"Thôn Thái Hà, Ia Yok, Ia Grai",
1469278379855014007,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.07389930450737,107.91001919667042,658.0,"Thôn H?p Nh?t, Ia Yok , Ia Grai",
1469278379855013593,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.0844525,107.905229,623.0,"Thôn V?n Yên, Xã Ia Yok, H. Ia Grai, T. Gia Lai",
1469278379855013826,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.06886,107.900848,645.0,làng b? iayok iagrai,
1469278379855012881,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,13.99738399397431,107.87258486829136,630.0,"Thôn 1, xã Ia Hrung, Ia Grai",
1469278379855013861,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.06979133376299,107.88857015791152,610.0,"Làng B?, Ia Yok, Ia Grai",
1469278379855013563,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.09982,107.902367,595.0,"V?n Yên, Ia Yok, Ia Grai",
1469278379855012835,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,14.00044575334899,107.87809370095644,630.0,"Thôn 1, xã Ia Hrung, Ia Grai",
1469278379855009880,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,13.9626521,107.8614906,626.0,"T? dân ph? 7,TT.  Ia  Kha, huy?n Ia Grai. T. Gia Lai",
1469278379855009844,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,13.9734144,107.8901695,587.0,"T? dân ph? 7,TT.  Ia Kha, huy?n Ia Grai. T. Gia Lai",
1469278379855009842,Vietnam,Gia Lai,Ia Grai,Nestlé Vietnam - Receiving Station Gia Lai,13.97185554263552,107.8572288808486,619.0,tt ia kha iagrai,
1469278379854641911,Vietnam,Lâm ??ng,Di Linh,Nestlé Vietnam - Receiving Station Lam Dong,11.524145,108.07386,1010.0,"Hàng Làng, Gung Ré, Di Linh",Hàng Làng
1469278379855005159,Vietnam,Gia Lai,Chu Prong,Nestlé Vietnam - Receiving Station Gia Lai,13.83407013494695,107.89123865182776,566.0,"Thôn 5, Th?ng H?ng, Ch? Prông",
1469278379855008338,Vietnam,Gia Lai,Chu Prong,Nestlé Vietnam - Receiving Station Gia Lai,13.8188181,107.8863345,574.0,"??i 5, xã Th?ng H?ng, Ch? Prông",
1469278379854638788,Vietnam,Lâm ??ng,Di Linh,Nestlé Vietnam - Receiving Station Lam Dong,11.65668,108.099838,944.0,"L?c Châu 2, Tân Ngh?a, Di Linh",L?c Châu 2
1469278379855008185,Vietnam,Gia Lai,Chu Prong,Nestlé Vietnam - Receiving Station Gia Lai,13.81422580686753,107.88907960998628,564.0,"Thôn 3, xã Th?ng H?ng, Ch? Prông",
1469278379855009021,Vietnam,Gia Lai,Chu Prong,Nestlé Vietnam - Receiving Station Gia Lai,13.74730779325007,107.90165908644713,495.0,"Thôn 6, TT. Ch? Prông, Ch? Prông",
1469278379855004887,Vietnam,Gia Lai,Chu Prong,Nestlé Vietnam - Receiving Station Gia Lai,13.8568289,107.932411,673.0,"Thôn Hòa Bình, xã Bàu C?n, Ch? Prông",
1469278379854638847,Vietnam,Lâm ??ng,Di Linh,Nestlé Vietnam - Receiving Station Lam Dong,11.64608,108.125542,886.0,"L?c Châu 4, Tân Ngh?a, Di Linh",L?c Châu 4
1469278379855004785,Vietnam,Gia Lai,Chu Prong,Nestlé Vietnam - Receiving Station Gia Lai,13.82936545341827,107.93594709025132,651.0,"Thôn Ia Mua, xã Bàu C?n, Ch? Prông",
1469278379855004825,Vietnam,Gia Lai,Chu Prong,Nestlé Vietnam - Receiving Station Gia Lai,13.8540461,107.9301207,682.0,"Thôn Hòa Bình, xã Bàu C?n, Ch? Prông",
1469278379855014199,Vietnam,Gia Lai,Dak Doa,Nestlé Vietnam - Receiving Station Gia Lai,13.9588892,108.1308116,751.0,"Làng Gên, xã Glar, ??k ?oa",-
1469278379855014401,Vietnam,Gia Lai,Dak Doa,Nestlé Vietnam - Receiving Station Gia Lai,14.04532640242394,108.14393481249748,776.0,"Thôn Tam ?i?p, Hneng, ??k ?oa",
1469278379854640837,Vietnam,Lâm ??ng,Di Linh,Nestlé Vietnam - Receiving Station Lam Dong,11.5088423,108.0684094,951.0,"L?ng Kú, Gung Ré, Di Linh",L?ng Kú
1469278379855014074,Vietnam,Gia Lai,Chu Se,Nestlé Vietnam - Receiving Station Gia Lai,13.8093749,108.0493245,671.0,"Làng Bông, xã Ia Tiêm, Ch? Sê",
1469278379854639556,Vietnam,Lâm ??ng,Di Linh,Nestlé Vietnam - Receiving Station Lam Dong,11.6464589,108.0335603,935.0,"Thôn 2, Tân Th??ng, Di Linh",Thôn 2
1469278379854640166,Vietnam,Lâm ??ng,Di Linh,Nestlé Vietnam - Receiving Station Lam Dong,11.70086,108.003571,758.0,"Thôn 1, Tân Th??ng, Di Linh",Thôn 1
1469883818362504681,Vietnam,Lâm ??ng,Lam Ha,Nestlé Vietnam - Receiving Station Lam Dong,11.83598857374101,108.31075865785434,967.0,"Hoàng Ki?m, Nam Ban, Lam Hà",
1469278379855014088,Vietnam,Gia Lai,Chu Se,Nestlé Vietnam - Receiving Station Gia Lai,13.80649,108.05455,673.0,"Làng Bông, xã Ia Tiêm, Ch? Sê",
1469278379855014073,Vietnam,Gia Lai,Chu Se,Nestlé Vietnam - Receiving Station Gia Lai,13.80430016667879,108.05790337743989,678.0,"Làng Bông, xã Ia Tiêm, Ch? Sê",
1469278379855014104,Vietnam,Gia Lai,Chu Se,Nestlé Vietnam - Receiving Station Gia Lai,13.80272017793153,108.05762476297843,666.0,"Làng Bông, xã Ia Tiêm, Ch? Sê",
1469278379855014345,Vietnam,Gia Lai,Chu Se,Nestlé Vietnam - Receiving Station Gia Lai,13.84634028187794,107.99977932343168,724.0,"Ia Ring, Ia Tiêm, Ch? Sê",
